assn_id,section_id,name,description,date_due,points_possible
932,132,Opela,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,5/6/2020,50
933,133,Stringtough,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,7/8/2020,100
934,134,Ronstring,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,8/18/2020,100
935,135,Fintone,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,6/30/2020,100
936,136,Tampflex,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,5/19/2020,25
937,137,Lotstring,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,6/6/2020,10
938,138,Y-Solowarm,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,6/12/2020,25
939,139,Quo Lux,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,6/28/2020,25
940,140,Domainer,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,6/1/2020,50
941,141,Treeflex,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,7/5/2020,25
942,142,Alphazap,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,6/2/2020,25
943,143,Konklab,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,8/8/2020,50
944,144,Veribet,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,6/20/2020,10
945,145,Zathin,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,7/2/2020,10
946,146,Bigtax,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,5/14/2020,25
947,147,Solarbreeze,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,5/9/2020,50
948,148,Sonair,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,5/20/2020,10
949,149,Pannier,accumsan tellus nisi eu orci mauris lacinia sapien quis libero,6/27/2020,25
950,150,Pannier,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,7/1/2020,50
951,151,Konklab,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,7/15/2020,10
952,152,Zontrax,in hac habitasse platea dictumst maecenas ut massa quis augue,7/17/2020,10
953,153,Fixflex,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,8/19/2020,50
954,154,Treeflex,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,8/13/2020,100
955,155,Cardguard,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,7/16/2020,50
956,156,Tres-Zap,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,8/20/2020,25
957,157,Redhold,metus aenean fermentum donec ut mauris eget massa tempor convallis,6/23/2020,100
958,158,Redhold,felis donec semper sapien a libero nam dui proin leo,7/12/2020,25
959,159,Kanlam,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,7/24/2020,10
960,160,Sonair,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,7/29/2020,100
961,161,Tampflex,in hac habitasse platea dictumst morbi vestibulum velit id pretium,7/9/2020,25
962,162,Lotlux,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,7/24/2020,25
963,163,Lotstring,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,6/26/2020,100
964,164,Fintone,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,8/6/2020,25
965,165,Fix San,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,7/10/2020,50
966,166,Zontrax,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,5/29/2020,50
967,167,Zoolab,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,5/19/2020,25
968,168,Asoka,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,7/5/2020,100
969,169,Tres-Zap,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,5/25/2020,10
970,170,Fixflex,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,5/18/2020,100
971,171,Zoolab,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,7/18/2020,10
972,172,Holdlamis,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,8/19/2020,100
973,173,Veribet,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,8/2/2020,100
974,174,Home Ing,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,5/16/2020,25
975,175,Matsoft,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,7/31/2020,50
976,176,Tin,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,7/26/2020,100
977,177,Aerified,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,5/28/2020,50
978,178,Stronghold,mi in porttitor pede justo eu massa donec dapibus duis at velit eu,8/19/2020,100
979,179,Tampflex,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,6/27/2020,50
980,180,Tin,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,8/19/2020,25
981,181,Fix San,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,6/13/2020,50
982,182,Bamity,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,6/26/2020,25
983,183,Bitchip,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,6/3/2020,10
984,184,Bigtax,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,6/20/2020,25
985,185,Overhold,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,7/18/2020,25
986,186,Hatity,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,7/16/2020,25
987,187,Home Ing,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,5/3/2020,25
988,188,Opela,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,5/8/2020,100
989,189,Stringtough,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,7/3/2020,100
990,190,Zathin,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,7/5/2020,10
991,191,Stronghold,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,7/3/2020,10
992,192,Vagram,mi sit amet lobortis sapien sapien non mi integer ac,5/13/2020,50
993,193,Aerified,morbi non quam nec dui luctus rutrum nulla tellus in,8/22/2020,100
994,194,Veribet,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,8/25/2020,100
995,195,Gembucket,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,8/26/2020,10
996,196,Job,volutpat sapien arcu sed augue aliquam erat volutpat in congue,5/12/2020,100
997,197,Duobam,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,8/7/2020,50
998,198,Keylex,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,8/19/2020,50
999,199,Zoolab,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,6/6/2020,100
1000,200,Redhold,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,5/26/2020,10
